family,Wavelength_nm,mean_deltaR_total,std_deltaR_total
front_roughness_nuisance,1001.0,0.0003417988434902669,0.01548082087706863
front_roughness_nuisance,1002.0,0.00035060769149360013,0.015284630099017383
front_roughness_nuisance,1003.0,0.0003589252161579325,0.015087382215179053
front_roughness_nuisance,1004.0,0.0003667664362063336,0.014889272823520535
front_roughness_nuisance,1005.0,0.00037414623726826635,0.014690485496916256
front_roughness_nuisance,1006.0,0.0003810793304921678,0.014491192325383703
front_roughness_nuisance,1007.0,0.0003875802168014665,0.014291554451920629
front_roughness_nuisance,1008.0,0.0003936631562886002,0.014091722599525104
front_roughness_nuisance,1009.0,0.00039934214228593234,0.013891837587394443
front_roughness_nuisance,1010.0,0.00040463087967676617,0.013692030834649368
front_roughness_nuisance,1011.0,0.00040954276890740074,0.013492424867441281
front_roughness_nuisance,1012.0,0.00041409089687166725,0.013293133839493423
front_roughness_nuisance,1013.0,0.00041828801944196703,0.013094263930043695
front_roughness_nuisance,1014.0,0.0004221465509899001,0.01289591376986188
front_roughness_nuisance,1015.0,0.00042567855832463357,0.012698174869337072
front_roughness_nuisance,1016.0,0.00042889575680366693,0.012501132029613955
front_roughness_nuisance,1017.0,0.00043180950837860024,0.012304863736704178
front_roughness_nuisance,1018.0,0.0004344308213174002,0.012109442538625663
front_roughness_nuisance,1019.0,0.00043677035141043326,0.011914935405728787
front_roughness_nuisance,1020.0,0.0004388384044525662,0.011721404074441022
front_roughness_nuisance,1021.0,0.0004406449341288667,0.011528905331994369
front_roughness_nuisance,1022.0,0.0004421995304118668,0.011337491215659355
front_roughness_nuisance,1023.0,0.0004435114436327,0.01114720946305624
front_roughness_nuisance,1024.0,0.00044458959628596663,0.010958103836064485
front_roughness_nuisance,1025.0,0.000445442589430367,0.010770214383577706
front_roughness_nuisance,1026.0,0.0004460787095485671,0.010583577690556204
front_roughness_nuisance,1027.0,0.0004465059357576003,0.010398227113884443
front_roughness_nuisance,1028.0,0.00044673194731353313,0.010214193005552973
front_roughness_nuisance,1029.0,0.0004467641313058001,0.010031502923671743
front_roughness_nuisance,1030.0,0.00044660959050653315,0.009850181831850133
front_roughness_nuisance,1031.0,0.00044627515727399997,0.009670252321348513
front_roughness_nuisance,1032.0,0.00044576741844246673,0.009491734876075917
front_roughness_nuisance,1033.0,0.00044509270366193364,0.009314647914972007
front_roughness_nuisance,1034.0,0.0004442570872451,0.009139007915840679
front_roughness_nuisance,1035.0,0.0004432663961635667,0.008964829567445445
front_roughness_nuisance,1036.0,0.0004421262179293336,0.00879212591265985
front_roughness_nuisance,1037.0,0.00044084190833520016,0.008620908483139669
front_roughness_nuisance,1038.0,0.0004394185990411337,0.008451187425984196
front_roughness_nuisance,1039.0,0.0004378612049698999,0.008282971622823865
front_roughness_nuisance,1040.0,0.00043617443152163304,0.008116268801760486
front_roughness_nuisance,1041.0,0.00043436278026373333,0.00795108563846644
front_roughness_nuisance,1042.0,0.0004324305520048329,0.007787427845446725
front_roughness_nuisance,1043.0,0.00043038185768173344,0.007625300281716751
front_roughness_nuisance,1044.0,0.00042822062604030005,0.007464707044282592
front_roughness_nuisance,1045.0,0.00042595060971669974,0.0073056515495992045
front_roughness_nuisance,1046.0,0.0004235753910875999,0.007148136610156012
front_roughness_nuisance,1047.0,0.00042109838788749986,0.006992164506512005
front_roughness_nuisance,1048.0,0.00041852285859856654,0.006837737055072933
front_roughness_nuisance,1049.0,0.0004158519076111998,0.006684855671903104
front_roughness_nuisance,1050.0,0.0004130884901509,0.0065335214328437535
front_roughness_nuisance,1051.0,0.0004102354163523332,0.0063837351276141915
front_roughness_nuisance,1052.0,0.00040729535392893326,0.006235497306831405
front_roughness_nuisance,1053.0,0.0004042708345063,0.006088808342455677
front_roughness_nuisance,1054.0,0.0004011642583239998,0.005943668478331884
front_roughness_nuisance,1055.0,0.00039797789807669996,0.005800077875339479
rear_roughness_nuisance,500.0,-6.697239753513293e-11,2.49899858516156e-10
rear_roughness_nuisance,501.0,-7.616144289309308e-11,2.8380526887095947e-10
rear_roughness_nuisance,502.0,-8.60868182295249e-11,3.304803987199919e-10
rear_roughness_nuisance,503.0,-9.685265089931506e-11,3.839450534663028e-10
rear_roughness_nuisance,504.0,-1.0964080569368188e-10,4.4074047037103005e-10
rear_roughness_nuisance,505.0,-1.244500336117227e-10,4.990039868251043e-10
rear_roughness_nuisance,506.0,-1.402164750049136e-10,5.543069398071908e-10
rear_roughness_nuisance,507.0,-1.5671720171583916e-10,6.098493728151735e-10
rear_roughness_nuisance,508.0,-1.7468947584771874e-10,6.760815604678782e-10
rear_roughness_nuisance,509.0,-1.975490188099727e-10,7.72604304904679e-10
rear_roughness_nuisance,510.0,-2.3164632712013853e-10,9.303602613628824e-10
rear_roughness_nuisance,511.0,-2.7722075561046705e-10,1.1447526282228872e-09
rear_roughness_nuisance,512.0,-3.2461093072792363e-10,1.3560120393305968e-09
rear_roughness_nuisance,513.0,-3.709044229157262e-10,1.5519497454216727e-09
rear_roughness_nuisance,514.0,-4.2977695013934896e-10,1.8202266617332538e-09
rear_roughness_nuisance,515.0,-5.104079057553316e-10,2.216613817942094e-09
rear_roughness_nuisance,516.0,-6.015123908224377e-10,2.678183466092808e-09
rear_roughness_nuisance,517.0,-6.923977594978462e-10,3.1452822752847586e-09
rear_roughness_nuisance,518.0,-7.983230465580249e-10,3.6988458751277364e-09
rear_roughness_nuisance,519.0,-9.386342397776917e-10,4.439763278587534e-09
rear_roughness_nuisance,520.0,-1.1009689317627764e-09,5.295087347514554e-09
rear_roughness_nuisance,521.0,-1.262519251180964e-09,6.152880777467664e-09
rear_roughness_nuisance,522.0,-1.4453259283842002e-09,7.210054706920497e-09
rear_roughness_nuisance,523.0,-1.6895781301817792e-09,8.774029380408756e-09
rear_roughness_nuisance,524.0,-1.97910663320607e-09,1.0726509818891367e-08
rear_roughness_nuisance,525.0,-2.265503095307451e-09,1.2685920840158915e-08
rear_roughness_nuisance,526.0,-2.5584946661272316e-09,1.4614445712985797e-08
rear_roughness_nuisance,527.0,-2.9246453222183306e-09,1.6856026624469022e-08
rear_roughness_nuisance,528.0,-3.3869620025273063e-09,1.9795007423813873e-08
rear_roughness_nuisance,529.0,-3.8904103503526855e-09,2.3575709721769436e-08
rear_roughness_nuisance,530.0,-4.378543652650001e-09,2.7805551240013354e-08
rear_roughness_nuisance,531.0,-4.9009254201222914e-09,3.2208705216089324e-08
rear_roughness_nuisance,532.0,-5.541237644661009e-09,3.71372225921447e-08
rear_roughness_nuisance,533.0,-6.354566164934465e-09,4.334974338363636e-08
rear_roughness_nuisance,534.0,-7.348052504426346e-09,5.1258706408776494e-08
rear_roughness_nuisance,535.0,-8.319976994390174e-09,5.959316428503096e-08
rear_roughness_nuisance,536.0,-9.012416290106925e-09,6.6626844524693e-08
rear_roughness_nuisance,537.0,-9.462647549788683e-09,7.290124303102346e-08
rear_roughness_nuisance,538.0,-9.833176990251916e-09,7.980566540999144e-08
rear_roughness_nuisance,539.0,-1.0292178475220426e-08,8.81033105222395e-08
rear_roughness_nuisance,540.0,-1.094776493996511e-08,9.816839153526454e-08
rear_roughness_nuisance,541.0,-1.1312625401253365e-08,1.0694372467381528e-07
rear_roughness_nuisance,542.0,-1.070402592488289e-08,1.0958093602096809e-07
rear_roughness_nuisance,543.0,-9.435350089200453e-09,1.0825395555851316e-07
rear_roughness_nuisance,544.0,-8.146312791001983e-09,1.0905700594027852e-07
rear_roughness_nuisance,545.0,-6.611181865845426e-09,1.1141095901826697e-07
rear_roughness_nuisance,546.0,-4.215076112220245e-09,1.0930984380726199e-07
rear_roughness_nuisance,547.0,-8.055029236212855e-10,1.0016833148980536e-07
rear_roughness_nuisance,548.0,3.5703185408131287e-09,8.540182687949386e-08
rear_roughness_nuisance,549.0,9.091168429176122e-09,6.482716686811336e-08
rear_roughness_nuisance,550.0,1.5875490820086806e-08,3.73209245943924e-08
rear_roughness_nuisance,551.0,2.3786041747353437e-08,1.6952405661879574e-08
rear_roughness_nuisance,552.0,3.2550897505201355e-08,5.311542764713008e-08
rear_roughness_nuisance,553.0,4.196108364940001e-08,1.048985105842481e-07
rear_roughness_nuisance,554.0,5.246418649055654e-08,1.658681056078481e-07
rear_roughness_nuisance,555.0,6.487671070272892e-08,2.389920546995443e-07
rear_roughness_nuisance,556.0,7.923284090401622e-08,3.248291426300426e-07
rear_roughness_nuisance,557.0,9.527550966688853e-08,4.2352845076310217e-07
rear_roughness_nuisance,558.0,1.1285781731373845e-07,5.381179435786889e-07
rear_roughness_nuisance,559.0,1.309511309666167e-07,6.660449251727681e-07
rear_roughness_nuisance,560.0,1.4881439696727097e-07,8.014320279195904e-07
rear_roughness_nuisance,561.0,1.6732518498541174e-07,9.465748103852017e-07
rear_roughness_nuisance,562.0,1.8811910481216407e-07,1.108955928819352e-06
rear_roughness_nuisance,563.0,2.135963065354649e-07,1.3022073947750183e-06
rear_roughness_nuisance,564.0,2.421033831375336e-07,1.5204265401614223e-06
rear_roughness_nuisance,565.0,2.6355172318137686e-07,1.7033615263077184e-06
rear_roughness_nuisance,566.0,2.7375995970135847e-07,1.8181499824477146e-06
rear_roughness_nuisance,567.0,2.844642525238565e-07,1.9365554242549073e-06
rear_roughness_nuisance,568.0,3.0241274264393897e-07,2.1159450348811036e-06
rear_roughness_nuisance,569.0,3.172682945667969e-07,2.308388024723942e-06
rear_roughness_nuisance,570.0,3.193131280868993e-07,2.4433542987490793e-06
rear_roughness_nuisance,571.0,3.1296674051402756e-07,2.515300330293195e-06
rear_roughness_nuisance,572.0,3.0447733267065696e-07,2.5471035176897344e-06
rear_roughness_nuisance,573.0,2.936286461197035e-07,2.554970017049851e-06
rear_roughness_nuisance,574.0,2.7838563678809586e-07,2.5481248512560558e-06
rear_roughness_nuisance,575.0,2.5381427593470135e-07,2.505932509150429e-06
rear_roughness_nuisance,576.0,2.1545884353972125e-07,2.401240620045299e-06
rear_roughness_nuisance,577.0,1.6873154087826414e-07,2.2431385203021313e-06
rear_roughness_nuisance,578.0,1.218071207370608e-07,2.0473845073167182e-06
rear_roughness_nuisance,579.0,6.576340088696823e-08,1.7693031856890077e-06
rear_roughness_nuisance,580.0,-1.4481007869678434e-08,1.3628167120237196e-06
rear_roughness_nuisance,581.0,-1.1470198339746946e-07,8.603092929492417e-07
rear_roughness_nuisance,582.0,-2.1263205176684044e-07,3.687239334239422e-07
rear_roughness_nuisance,583.0,-2.993225211254484e-07,2.661221124473894e-07
rear_roughness_nuisance,584.0,-3.9205158697726744e-07,7.538037368785671e-07
rear_roughness_nuisance,585.0,-5.098752154606793e-07,1.4294844785027535e-06
rear_roughness_nuisance,586.0,-6.493176596863067e-07,2.2871456476902456e-06
rear_roughness_nuisance,587.0,-7.922545547563627e-07,3.241333496918332e-06
rear_roughness_nuisance,588.0,-9.477518147689897e-07,4.3000512853599804e-06
rear_roughness_nuisance,589.0,-1.1391444637853798e-06,5.569114659450685e-06
rear_roughness_nuisance,590.0,-1.3417358408392606e-06,6.915266676644167e-06
rear_roughness_nuisance,591.0,-1.5068414268524597e-06,8.059907761978488e-06
rear_roughness_nuisance,592.0,-1.6372439712123803e-06,9.018346434888396e-06
rear_roughness_nuisance,593.0,-1.7649635862769062e-06,9.987753791602775e-06
rear_roughness_nuisance,594.0,-1.9119303593985912e-06,1.1122574243804729e-05
rear_roughness_nuisance,595.0,-2.088381623531014e-06,1.2509881158175903e-05
rear_roughness_nuisance,596.0,-2.2701288882875938e-06,1.4002076619670697e-05
rear_roughness_nuisance,597.0,-2.404203502527163e-06,1.5238775479500575e-05
rear_roughness_nuisance,598.0,-2.494048300369367e-06,1.617544943094954e-05
rear_roughness_nuisance,599.0,-2.6149823703774944e-06,1.7269562901873185e-05
rear_roughness_nuisance,600.0,-2.7623451440833557e-06,1.860339803590659e-05
rear_roughness_nuisance,601.0,-2.797950351111448e-06,1.9371991935895647e-05
rear_roughness_nuisance,602.0,-2.6859455148631195e-06,1.9201218864345577e-05
rear_roughness_nuisance,603.0,-2.5994968087435697e-06,1.9104507080287887e-05
rear_roughness_nuisance,604.0,-2.6295176831457137e-06,1.975269756526097e-05
rear_roughness_nuisance,605.0,-2.680260622718126e-06,2.055874115640468e-05
rear_roughness_nuisance,606.0,-2.6288936780851277e-06,2.0709454106345423e-05
rear_roughness_nuisance,607.0,-2.4202962410485584e-06,1.9910605817841037e-05
rear_roughness_nuisance,608.0,-2.0877349714472824e-06,1.8373764902466373e-05
rear_roughness_nuisance,609.0,-1.7550580205250021e-06,1.6762376054256684e-05
rear_roughness_nuisance,610.0,-1.501239220718283e-06,1.5511537299334556e-05
rear_roughness_nuisance,611.0,-1.283371911011318e-06,1.4408179390882904e-05
rear_roughness_nuisance,612.0,-1.0289653873905378e-06,1.307983726616922e-05
rear_roughness_nuisance,613.0,-6.370210556642473e-07,1.0957728205636201e-05
rear_roughness_nuisance,614.0,-3.4062007288799996e-08,7.620849285490627e-06
rear_roughness_nuisance,615.0,6.575768084216005e-07,3.783636575265367e-06
rear_roughness_nuisance,616.0,1.2175703063323682e-06,1.0160195705124786e-06
rear_roughness_nuisance,617.0,1.6219361981817393e-06,2.2497945892614683e-06
rear_roughness_nuisance,618.0,2.023120488012231e-06,4.659210041096199e-06
rear_roughness_nuisance,619.0,2.590802751722965e-06,8.165045481428486e-06
rear_roughness_nuisance,620.0,3.4015851381463684e-06,1.3396724244321614e-05
rear_roughness_nuisance,621.0,4.3069010791929605e-06,1.9465938782085134e-05
rear_roughness_nuisance,622.0,5.082161731997011e-06,2.4806608840451605e-05
rear_roughness_nuisance,623.0,5.691251814589811e-06,2.9144554101019815e-05
rear_roughness_nuisance,624.0,6.287084087161496e-06,3.3484658850548845e-05
rear_roughness_nuisance,625.0,6.968624262656174e-06,3.84184222238137e-05
rear_roughness_nuisance,626.0,7.650806846689248e-06,4.334269374134476e-05
rear_roughness_nuisance,627.0,8.22852198127666e-06,4.756567046028906e-05
rear_roughness_nuisance,628.0,8.799160170389989e-06,5.169748701581256e-05
rear_roughness_nuisance,629.0,9.574032812107815e-06,5.717926487973164e-05
rear_roughness_nuisance,630.0,1.0429282032792248e-05,6.356866631844157e-05
rear_roughness_nuisance,631.0,1.0832856598285331e-05,6.756401690122808e-05
rear_roughness_nuisance,632.0,1.0784322303456865e-05,6.857105560639692e-05
rear_roughness_nuisance,633.0,1.0999146377369348e-05,7.089160016171729e-05
rear_roughness_nuisance,634.0,1.165252205371878e-05,7.6073674748717e-05
rear_roughness_nuisance,635.0,1.2110358718394205e-05,8.030998106308325e-05
rear_roughness_nuisance,636.0,1.2014054086395651e-05,8.107135253340335e-05
rear_roughness_nuisance,637.0,1.1746561915833255e-05,8.071728598019712e-05
rear_roughness_nuisance,638.0,1.1649983272176776e-05,8.147924211071273e-05
rear_roughness_nuisance,639.0,1.1695750634338104e-05,8.306169941960712e-05
rear_roughness_nuisance,640.0,1.1659616415941163e-05,8.407221770369333e-05
rear_roughness_nuisance,641.0,1.1331579169272486e-05,8.340457391278335e-05
rear_roughness_nuisance,642.0,1.0790831578100002e-05,8.151342696975621e-05
rear_roughness_nuisance,643.0,1.0312112696367304e-05,7.980328641723815e-05
rear_roughness_nuisance,644.0,9.804944057661104e-06,7.759309227404688e-05
rear_roughness_nuisance,645.0,8.840830561715319e-06,7.250369760363131e-05
